Number of total reads: 		250000
Number of unique reads: 	6503
Number of unique transcripts: 	6503
Number of unique organisms: 	305

Percent of total	Count	Species name
0.0324	81	putative NADH-dependent dyhydrogenase	05e5b166f3ce2ec0c13ad1955caedaf3
0.0324	81	co-chaperonin GroES	01196b19ace99c30b723c7a09d5b802b
0.0324	81	ketol-acid reductoisomerase	029edff081f80ed7de3e9bbe59007571
0.0324	81	copper-exporting ATPase	020416c510259122e9848345f9d52d8c
0.0324	81	elongation factor EF1B	0ef76b26104950f741cdec57f3a22d88
0.0324	81	3-hydroxybutyryl-CoA dehydrogenase	043eb6df1fbec87ce99348afe01553b2
0.032	80	histidine kinase	037ac5019ce51d78fe125dccb958fde5
0.032	80	dTDP-glucose	03ce3d1f6424d41a9a1b593f6311f54c
0.0316	79	putative phosphoketolase	003bcf91d109892733c61cf713e842a6
0.0312	78	outer membrane protein SusD	169369dc7bd39dea31caed0d6d1d6ef7
0.0312	78	polar amino acid ABC transporte	071d6d2bc081ee7c0a8f379651765dbe
0.0312	78	HU family DNA-binding protein	025fddf90105307f51bae7714cb734f7
0.0312	78	signal recognition particle-docking protein FtsY	00041978678ba63ab6057840be689d42
0.0308	77	carbamoyl-phosphate synthas	01d172346aecc03953578e890cb9f7d8
0.0308	77	type II secretion system protein E	03d58ad69ca5cb0410434558b32af4d7
0.0308	77	ribosomal large subunit pseudouridine synthase B	04799e747860e4d1302c1092ac6cab67
0.0308	77	small subunit ribosomal protein S5	14c5019fda4271d41f97531ee2f3bc1e
0.0308	77	putative peptidase protein (caspase-1 like protein)	0c46047a939c08589426ae45ccaeaab2
0.0308	77	50S ribosomal protein L27	06ea778511d0a5d75aaf10f42a544f9c
0.0308	77	lysyl-tRNA synthetase	00170c88858da03a3a9d972f912df7f8
0.0308	77	putative TRAP-type C4-dicarboxylate transport syste	14e3ee5ab94618befa34e804620988c6
0.0308	77	TPR domain-containing protein	0545d580b895ad355d512ae4d68fff5c
0.0304	76	ketoisovalerate oxidoreductase subunit VorB	14e9ed81f86e6ff8dd364848a1a41009
0.0304	76	anaerobic ribonucleoside-triphosphate reductase	008c707f6d1f9522db20df9e38573db5
0.0304	76	triose-phosphate isomerase	04236d8201cd90effd0dc85ce3ed869d
0.0304	76	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	019de998d1ba9b1c53680875f62d225c
0.0304	76	chromosome segregation protein SMc	18ffaa5f8e18aeaa8db4e80226ffe0bc
0.0304	76	putative zinc protease	05748065a2e5fef48492c613a82d4e4e
0.0304	76	cation-transporting ATPas	08f4fa6b15442ea846c4325206a20821
0.0304	76	radical SAM domain-containing protein	0119b76c8ff04065281deef9d70078fe
0.03	75	L-ribulokinase (putative)	006899e1829461b1e615bcc506958e3a
0.03	75	GTP-binding protein HflX	0599fbe7838d2666b723dabe7428d156
0.03	75	carbohydrate esteras	064016ac1b113279084becb8ba8370de
0.03	75	flagellar basal-body rod protein FlgG	09299b54d2eab8b37970a519196e6734
0.0296	74	butyryl-CoA dehydrogenase	04f249da4088d7a1ebd0727e3d74b2a8
0.0296	74	glycine reductas	015e19e28bba8319c6d634ceb8df4183
0.0296	74	putative galactosamine-containing minor teichoic acid biosynthesis protein	026127d57e893b64aee35ef3cd87dc6b
0.0296	74	putative bacterial extracellular solute-binding protein	003e78e98ce04f059f082e0c54532e8c
0.0296	74	Holliday junction DNA helicase RuvB	061404ad283b5765b28dce75bd45df78
0.0296	74	NHL repeat-containing protein	00d1580cef806f3143cfec645876a76e
0.0296	74	outer membrane protein	023f6543d41a525fb655a24884459a55
0.0296	74	Na(+)-translocating NADH-quinone reductase subunit D	10bbed90a18187d00921f1ea0e2d236f
0.0292	73	Alpha-glucosidase	00c10bb2d9ce6348e12bfce9cb93836b
0.0292	73	transcription-repair coupling factor	00f58060e6305bb7c28d8adc5d269377
0.0292	73	pyruvate formate-lyase	02341b2372b03e33c02e8745a1c6abf8
0.0288	72	Rubredoxin-type Fe(Cys)4 protein	08ffdccb027efc2d2299be3fcb0690d9
0.0288	72	1-deoxy-D-xylulose-5-phosphate synthase	02be43acac51dd327526e259d47c45b8
0.0288	72	sodium:neurotransmitter symporter	0cb2d4194a21a0d7e9b2d03ad3ce64c7
0.0288	72	ribosomal protein S19	03eab248fd2c3d7e4717225240f17426
0.0288	72	recognition particle-docking protein FtsY	13ecf29c402f62e7edd7f3e5a6d7e4a5
0.0288	72	fructuronate reductase	05fd77f042affe35cfc4b13a833246f8
0.0288	72	alpha amylase catalytic region	022b9bb6434f0bdea00e37ee1d330d0f
0.0288	72	DNA gyrase subunit A	05bccfc72ccde36bb0dd1cf7afe7c231
0.0288	72	putative NADH dependent butanol dehydrogenase A	06600ad27525db55ce1c640a36b31e08
0.0284	71	ribosomal protein L13	00d12ec9e52d9092e219a46b4ba4622e
0.0284	71	aminodeoxychorismate lyase	080b02a0a6f4cb0de34736d0b4898ad5
0.0284	71	trigger factor	0101d3249477c09b3b7ab9b2be037d91
0.0284	71	heat shock protein Hsp20	02c4520f7e924f5f623289e0da285df2
0.0284	71	sulfur relay protei	01e03a9222fc812eaff3d4b38023bbd0
0.028	70	dihydroxy-acid dehydratase	02ad5b168f6683430d52c4b63671ba52
0.028	70	50S ribosomal protein L11	074d1d4531d7ce433ca756bb5dda3cc1
0.028	70	malic enzyme	033004e06720348e9ff8efbf9b55a093
0.028	70	YbbR-like protein	18c12f3e3753d4b4c4f278efd988b5a7
0.028	70	GTP-binding protein Era	02b86dfb52ef23e78f3e546ebc68fc6e
0.0276	69	oligopeptide/dipeptide ABC transporte	00e2e71024b00bd8f4b7392194c541a6
0.0276	69	phenylacetate-coenzyme A ligase	04029be1ac5a938a9e56e60eb08543b2
0.0276	69	sugar transporter	1255e9812f55bd16681cfe1f73d79ad3
0.0276	69	carbohydrate-binding family 6 protein	01399c889fd596daaad2a37c7ddfd900
0.0276	69	beta-lactamase domain protein	009f0471f12823e460e8b57a8aacc526
0.0276	69	excinuclease ABC subunit A	05685334332eaa361e780d0625c2139f
0.0272	68	glycosyl transferase family protein	00abb460981cb45fd5b0e7f9b78ba796
0.0272	68	ATP-dependent protease La	01ad36a1b1ab44e2b8578ba1bcb2961d
0.0272	68	GDP-mannose	025a3a54cb03dce491e55ff8fdf7010a
0.0272	68	penicillin-binding protein	04ba721aa4a8d3ddca6330503c732ce2
0.0272	68	signal recognition particle protein	0072af3862ca126acb9f91f6f49a4c9f
0.0272	68	ribosomal protein L20	0252dad25d02641bedeac966d11180a0
0.0272	68	phosphate acetyltransferase	0271c0a0941d313438c98a9e44c7ac58
0.0268	67	ferritin	0cecd7bfdca6f00a619a235a791b5167
0.0268	67	Extracellular solute-binding protei	0e143b721fc0b1dae6b71a48920470d5
0.0268	67	DNA topoisomerase I	00347fc6a3a8be3e4c6e0a18ea128db5
0.0264	66	pyridoxal biosynthesis lyase PdxS	09060ddfd21b794154707ac852ba37dd
0.0264	66	putative anti-sigma factor	01250e58e4ba8fc371e2ba28d07c3bb7
0.0264	66	AP-3 complex subunit delta-1 isoform 2	0e9089c08d075618c18cf7265e67e49e
0.0264	66	diaminopimelate dehydrogenase	068e2298dda641a6cbecb612a09a4e37
0.0264	66	ribosomal protein L7/L12	043b1ffe7d662b5ceb3a068cd199756d
0.0264	66	proline--tRNA ligase	087f558c9162f68ea884ee948ee9398a
0.026	65	formate-tetrahydrofolate ligase	063b672cac268952903bd8da656201b9
0.026	65	basic membrane lipoprotein	1270f5a218a4b7311285984327491468
0.0256	64	imidazole glycerol-phosphate dehydratase/histidinol phosphatase	00cc1644ebfffa4b5ce095266068aa48
0.0256	64	MucBP domain protein	0db85152e08a828a9f88eb63c3172f7e
0.0256	64	putative SecDF protein-export membrane protein	0f6dc92e079526da06662d00d1ca3c11
0.0256	64	radical SAM domain protein	01fc54cf7fc5560a5271261b8ff464a5
0.0252	63	methyl-accepting chemotaxis sensory transducer	006758281110b47019df5fd49f143052
0.0252	63	putative alkaline phosphatase	0c02857901ce1017d9a431cb8c2dd32a
0.0252	63	ribosomal protein L4 RplD	121a621901fd3f4eb6046afe01a9cbb5
0.0252	63	aldehyde oxidase and xanthine dehydrogenase molybdopterin binding protein	05f56623cadb416017bc8e94894b3c04
0.0252	63	4Fe-4S ferredoxi	057e4cc31ca589e154e98b5069317851
0.0252	63	glucose/galactose transporter	0710b241a6bf83e759b424399f7c6da5
0.0252	63	cold-shock DNA-binding domain protein	078784dc4baa0034f0d8e9a17fd8aa9e
0.0248	62	S-adenosyl-methyltransferase MraW	0176de92a95989f24deedad977dedbd5
0.0248	62	4Fe-4S ferredoxin iron-sulfur binding domain protein	081e987a2c39bcd7b4c91a31231126ea
0.0248	62	Amidohydrolase 3	1554ad9b597241acbdfd6db34ea8172a
0.0248	62	HIT family protein	0346fe6595a71ea4ac9557c18ccc0b92
0.0248	62	HMGL-like protein	1999538e077d2021959dce723389770d
0.0248	62	Pectate lyase/Amb allergen	0e71d3e3be25ec5a2aa0bcdfb6d75308
0.0248	62	outer membrane efflux protein	012587a6dc7618db4e852af2cb61b5f6
0.0248	62	putative mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	01a4332b493b64234830e83d3ebfbc8f
0.0248	62	putative alpha-amylase	088f2476713eed0f070ff3ff4a652d64
0.0248	62	50S ribosomal protein L5	0150b71bcef26d672409c6630c3560cf
0.0248	62	aspartate-semialdehyde dehydrogenase	0d60616e4a7b18ed508148399b550c94
0.0248	62	large subunit ribosomal protein L10	16ddc3228fea979b9d5e711ceeb9855d
0.0244	61	heat-inducible transcription repressor HrcA	0a11e4e2b84234d4f9f28b7515284632
0.0244	61	1-deoxyxylulose-5-phosphate synthase	0ecaa33116d2d36a0de5610abaee624f
0.0244	61	ribosomal protein S8	01cb6cc11348706d528a5bbb92500f9e
0.024	60	glycogen/starch/alpha-glucan phosphorylase	014af20748834c1af73bb8beb3bf00b5
0.024	60	UDP-galactopyranose mutase	05a6c49c24a58f1b51126127d79cb898
0.024	60	DAK2 domain/DegV family protein	00e25a4cf9d031d19b932427ba66aaa2
0.024	60	carbon starvation protein CstA1	12ea9662a7a4d700f3b36767b2cf897e
0.024	60	response regulator receiver domain protein	01a1c8e9bf2bf553bb06f18e28c39619
0.024	60	sugar ABC transporter (sugar-binding protein)	05276f72bfaf50c086d9a841ff57d6e3
0.024	60	polyphosphate kinase 1	003562e52786e62ee735a3c28839231b
0.024	60	formate-tetrahydrofolate ligase (formyltetrahydrofolate synthetase) (fhs) (fthfs)	0c35e86fa10101b3406b57c97e3e4406
0.024	60	ABC-2 type transport system ATP-binding protein	169ba44958690d8918b2e0aabda16d41
0.024	60	50S ribosomal protein L4	044adf58734c54513f31c20228969543
0.024	60	cytochrome d ubiquinol oxidas	003eb5ae19d990921e647dc86ca82bc3
0.024	60	RNA methyltransferase	0117d58c43463d05b6ad9a8938db49f4
0.024	60	chaperone protein DnaJ	00267f09476d57f6409b8d17500367c9
0.024	60	oligopeptide ABC transporte	009090f90df12b66d5ee0a7c93904e56
0.0236	59	adhesi	1a8fe7898e5e11cb28bae9145be78b03
0.0236	59	ATP-dependent chaperone ClpB	00dce74be0fff511754d3ad59f289866
0.0236	59	putative TnpX site-specific recombinase	03294d4af7a4af96b79553f74f238564
0.0236	59	Spo0A protein	0263bafd9205b834280bfe1e5669566a
0.0236	59	GTP diphosphokinase	03035233a8ce563ada4a8f677f1adf7d
0.0236	59	glutamate synthase (NADPH	0461eec16fe6de5930d0233d4e34b20d
0.0232	58	sensor histidine kinase	03214e0b84b8707373217e6f3d51e42c
0.0232	58	flagellar hook-associated protein FlgK	0be3a85370217e9f2be028ae3b5b5b00
0.0232	58	50S ribosomal protein L16	02c9b5e9d56ca2c64fed874496ab5e36
0.0232	58	heat shock protein 90	097403f1e5954622a52881267b675485
0.0232	58	Na+/H+ antiporter NhaC	013fec1724ca1d5ee8e9f05b2f5d2c82
0.0232	58	Uncharacterized flavoprotein	130c0435e1800efdf69e442234f6a908
0.0232	58	glycyl-radical activating family protein	01afd59a6920f87d7e7f50d21dae82ff
0.0228	57	CG6912	0c39467998f785d347b894e1844db040
0.0228	57	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	01992e7a50dd71f0d5eceab242a9c2c4
0.0228	57	alanyl-tRNA synthetase	079f999bf62ebc0a581b1b9ce031be99
0.0228	57	two-component response regulator	07383ffc84249f8c1360c49012f9741f
0.0228	57	ECF subfamily RNA polymerase sigma-24 factor	0234e89188ace739ed899e45e1f1692d
0.0228	57	prolyl-tRNA synthetase	02fb0d678452e938a02c106510e8c3fd
0.0228	57	flavocytochrome c	06e3377d58c7a58b9ce5ac1c73464898
0.0228	57	LSU ribosomal protein L2P	037088c60796f59dcb61414d94ee7849
0.0228	57	imidazolonepropionase	010fe4641c9189cfb127127c0709cb80
0.0228	57	CO dehydrogenase/acetyl-CoA synthase comple	0f933fb8b5b509af3eddea7d26f37327
0.0224	56	galactose/glucose-binding lipoprotein	09d7c57681257e2b191b32d0e7caefa4
0.0224	56	kinase domain protein	07c99d71cf21a506c808a107f71186ad
0.0224	56	preprotein translocase subunit SecA	007d920557e82da901d17389056e8233
0.0224	56	putative phosphatase	0b1adcd95602ebaea3f9048d637564a9
0.0224	56	serine type site-specific recombinase	015d058f7aeee37f87d471d878f747d5
0.0224	56	V-type sodium ATP synthase subunit K	1889490edb7700017066233b5028de41
0.0224	56	ribosomal protein S2	02dc4849296be15e53f82f732a0aa484
0.0224	56	cellulase CelE-like protein	048f4de9dcb32da1a374071610512a20
0.022	55	TonB-dependent receptor plug	01a3c36c83616de3c0bcd914da18b9a3
0.022	55	aspartate aminotransferase	014c0878c9b540b35e861a15c357dfbd
0.022	55	putative secreted peptidase	04ef3b86fb7d0978adba03c40aa0d119
0.022	55	citrate synthase	085e3ada5cacf0f4dd82053f09a7450c
0.022	55	peptide chain release factor 2	024ec5dff7d9a6e1dd1130505627b2ad
0.022	55	toxin-antitoxin syste	002c41d29104a203a53bee32f40af479
0.022	55	DNA gyrase subunit B	02a4056a8d83090ab169d5664e832ef6
0.0216	54	putative isoprenoid biosynthesis-like protein	01417e3baec43e555ca0c2b5127e227b
0.0216	54	alpha-L-arabinofuranosidase	066930ad3f605145085a275ea016b83b
0.0216	54	glutamate dehydrogenas	05144b98cb7495b46436cf4b92935292
0.0216	54	helicase domain-containing protein	01a11dce9c662e4d171a9807fb862f63
0.0216	54	glycosyl hydrolase	06510974cdd8c54d7d0b50f32e22391e
0.0216	54	putative listeria/Bacterioides repeat-containing domain protein	09ca8aff1c29311b89fc8b25a7ebd1bc
0.0216	54	putative exported peptidyl-prolyl cis-trans isomerase	057bc01c5ea11f4ab76c2f795b6e92da
0.0216	54	transaldolase	025ffd253a05de58b697f5d6040c3177
0.0216	54	mannose-1-phosphate guanylyltransferase	001c3b97e113c535bdd87ca124b0a0fd
0.0212	53	histone family protein DNA-binding protein	00b5493508c955160b0765903e1262f5
0.0212	53	choloylglycine hydrolase	0262926815ff2c6b59aecf21d3c778a0
0.0212	53	adenine phosphoribosyltransferase	0387ba5ca4e364efc9a165fd10d1d275
0.0212	53	anaerobic ribonucleoside triphosphate reductase NrdD1	05ccc6a1513dfd87b38351f4b9660c94
0.0212	53	copper-translocating P-type ATPase	06dd53847c1d3419f1816af5d44df9a9
0.0212	53	pyruvate carboxyltransferase	030a9855252acc093a4cba9dde81f158
0.0208	52	alpha-L-fucosidase	03566719ccbf6b1286c7119b89e78997
0.0208	52	acetyl-CoA carboxylas	090b91a549d6b41a0b07258e2bd7ae8d
0.0208	52	LacI family transcriptional regulator	016ccef5e0ccb6433382a5022d181689
0.0208	52	oxidoreductas	0133da79dc5f4bcd974d027691bf0038
0.0208	52	PTS system transporter subunit IIBC	11d5926ae02db693b43c8db2a7240ff7
0.0208	52	indolepyruvate oxidoreductase subunit IorB	0706a03742ae223815029bab8c91492a
0.0208	52	glycoside hydrolase family 43	069eb0aaf28318b64924189065ebae14
0.0208	52	FolD bifunctional protein	00e5c5fa342a5494fbc7887b5ad0c1b7
0.0204	51	putative two-component system sensor histidine kinase/response regulato	1a7c9e834b906e6fc83ddc8a55555dab
0.0204	51	50S ribosomal protein L10	008cfe7834d55a9c0d7ad8caa2e9be55
0.0204	51	Bactoprenol glucosyl transferase homolog from prophage CPS-53	0ee9996f50a6618eea5c7281d2088ecf
0.0204	51	methionyl-tRNA formyltransferase	00d1cd8436237a52455305c58260bc1c
0.0204	51	xylosidase/arabinosidase	000d12c6b5b902d68c8fbc6197a9d968
0.0204	51	HDIG/KH domain protein	132f6a48064ba79a0b618e974939e493
0.0204	51	putative PTS system glucosamine-specific EIICBA component	198c2c9f0beb837eb6e884e7b9d19097
0.0204	51	putative transport related membrane protein	126601cd0b9109ef7d68a42bc6f31b1a
0.0204	51	DNA repair protein RecN	0569bedd8c03a3477057ae62ae376e75
0.0204	51	RNA-directed DNA polymerase	04861292f3e4e36894df24fd9ed234a1
0.0204	51	DNA mismatch repair protein MutS	00253adf96c4ea0562f6efd4618b0e8e
0.02	50	cysteinyl-tRNA synthetase	021ff8e69bd0787a85d79255c9099eb3
0.02	50	alpha-xylosidase	091019078bf7f891547b642b991e513e
0.02	50	replication protein	08863ea7780b8e8d5a586c503f6d5da2
0.02	50	urease subunit alpha	03d178a137bfcdf0b4fbfdd86ef10eba
0.02	50	dehydrogenase	00e38b1f420a5b7a064e9f4a8df6d96b
0.02	50	putative transport protein	07273bf918e2b216bdc0c4470566744f
0.02	50	NADH dehydrogenase (quinone)	03c42619bc0d5da7d43a7fb52e2f4816
0.02	50	ribosomal protein L29	03020d8cd8bc800476bc2b7821c0a83e
0.02	50	RpoD family RNA polymerase sigma factor	01b809aa05dd5b9780973e4caea81ab7
0.02	50	flavoprotein	03bd9f57990ec461baddeb560bfc1d6b
0.02	50	pyrroline-5-carboxylate reductase	018f039a69a657d02e7eb39eeceec2e4
0.02	50	ferric uptake regulator family protein	02d62f9ae8012846ee3b07449f0c857e
0.02	50	DNA mismatch repair protei	12dc0c468dc4b59ce1eadc1d2bfc49d4
0.02	50	formate acetyltransferase activating enzyme	0509b78876c6235209a31169b0cd43bd
0.02	50	putative NADH dehydrogenase/NAD(P)H nitroreductase	0597c288f5bf0059d95153f83e124fa2
0.0196	49	DNA-directed RNA polymerase	078b3da9e4a87b528bf2dd2c47a031ae
0.0196	49	L-fucose isomerase related protein	015e9178f6dc34f0afb74ac7853ded0f
0.0196	49	protein of unknown function DUF214	01ddcb19a1556c5357963090ee04180a
0.0196	49	prolipoprotein diacylglyceryl transferase	0071acb1bc3a119a1e90ebf897455325
0.0196	49	phosphoribosylamine--glycine ligase	021412f0cd017376a6024e9d30f655f2
0.0196	49	acetolactate synthas	018f20d30587d3fc235fd87ce33662e6
0.0196	49	conserved domain protein	068c2232c84f8ca156791df5c3626f54
0.0196	49	preprotein translocase subunit	0f0b242fc79947f0a64e377d226fb976
0.0192	48	ribosomal protein L16	0143188a148e33428fc9f1e798b94359
0.0192	48	von Willebrand factor type A	0c644817488a4d4e127d3b86c762cecb
0.0192	48	glutaminyl-tRNA synthetase	0c21be59f786ae6e94694b8575a1487d
0.0192	48	galactokinase	04de245b380ece48515fb5b938dfcadd
0.0192	48	carboxy-terminal processing protease precursor	00071d941319719efd6bad488695afb2
0.0192	48	(p)ppGpp synthetase	02213bcd4258dd20640da2b126cdd289
0.0192	48	amino acid carrier protein	01ba9f217a7156f010988dbc4771aad7
0.0192	48	2-oxoglutarate ferredoxin oxidoreductas	172fed808db1836405351ddac4afd94d
0.0192	48	hydrolas	02051878356f6b9d1e11adf55acbaad7
0.0188	47	oxaloacetate decarboxylas	0089848cc1a4dc426f8895bf5d435c61
0.0188	47	glycogen debranching enzyme GlgX	024580d4604b48a37dfdee39cc7abfe5
0.0188	47	protein translocase subunit secY/sec61 alpha	10fc392a61345e1897f2aed7989b81e6
0.0188	47	ribonucleoside-diphosphate reductas	01ed00cccb61fabd90ff422e87f8b8ae
0.0188	47	putative DNA-binding/iron metalloprotein/AP endonuclease	03ee2f27b25e30f0a93bca45d4a62464
0.0188	47	phosphotransferase system PTS protein	181a50329e4b7add3b8c8f1543d79c76
0.0188	47	putative RNA-binding protein	078a7799dcb3f70bca044416b6d7bf8a
0.0188	47	dehydratase medium subunit	0850f9dafe63c64dd700bc397e93c043
0.0188	47	amino acid permease	010c82dbe7a5626ae15da6160a76fae7
0.0188	47	pyruvate formate-lyase activating enzyme	0202e2d2b59e11f94f5e9c84055065d6
0.0188	47	chaperonin GroS	037e7364343d3f185688f79b0024bc41
0.0188	47	pectate lyase Pel1A	070c4f2f53ab364995e90972f58fdb94
0.0184	46	50S ribosomal protein L32	0203da650103a5cc09f443cca3eb83ca
0.0184	46	Glu/Leu/Phe/Val dehydrogenase	00221719327e25f48bef753fb13cf2ef
0.0184	46	RNA methyltransferas	00ddaaa62140dbb485c0a8f46df37943
0.0184	46	pyruvate flavodoxin/ferredoxin oxidoreductase domain-containing protein	0a18c58bcedfb28ad5d1b51d08f3d172
0.0184	46	ribonuclease Z	011cfb024d3f35c96d8aa61b024b3743
0.0184	46	glycerone kinase	073f1c954f46a6d5eaa5295e10bef94e
0.0184	46	integral membrane protein	050b667ea2c902ca29b146926fa6ca2a
0.0184	46	short-chain dehydrogenase/reductase SDR	059892ee06ee690ad3ac6bf1d70eb1ed
0.0184	46	AbgT putative transporter	1378e7dbb90bb8bffecb7bd66690ad74
0.0184	46	elongation factor P	011e63f268dea189eb4dc553a921e2bc
0.0184	46	2-hydroxyglutaryl-CoA dehydratase D-component HgdB1	11734416d77b163d280f48803ac7f6e4
0.018	45	cytochrome	05fc5e45957f905f09a63c21cf3f0358
0.018	45	bifunctional fucokinase/L-fucose-1-P-guanylyltransferase	0401b23e677e5b3718a009d7bef1c1cb
0.018	45	preprotein translocase subunit SecF	0a0abced2d1b9578d30a80b031a00875
0.018	45	large conductance mechanosensitive channel protein	023dfdee1d30b7247095ff91b390734f
0.018	45	aldose 1-epimerase	03c1d0cee1c2932e38515253f2328ddd
0.018	45	cytidine deaminase	028bd0a34d4998810abe5ddca5c075ab
0.018	45	peptidase T	0056c00ddfcc3ec3c60ae301d9311872
0.018	45	putative sulfatase	02cf1ac64a1c694a9a762f0851f6ca81
0.018	45	glutamyl-tRNA synthetase	026008366dd832ddcc534555c0813de5
0.018	45	carbon-monoxide dehydrogenase	17365ec157de4a603eda0f4547314fe8
0.0176	44	translation elongation factor Ts	0656d8189f268de2bae8aaa9dca9b0df
0.0176	44	periplasmic alpha-amylase precursor	19c8f333c2f8d5b26bb6e654375ed823
0.0176	44	hemin receptor	13b951f192a439a1af98f6b44d3372d7
0.0176	44	aconitate hydratase	0343b7c29900dff38ad7a08313bda19e
0.0176	44	glucose-1-phosphate thymidylyltransferase	03bfbee5befedc72b75c3d9aa081a42f
0.0176	44	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein	0909a929ff0d585da6ff2bfe905cf724
0.0176	44	S-adenosylmethionine synthetase	00fbe74743616f2eb5752a155147d25f
0.0176	44	adenine deaminase	0784744da4df08b87c63772c2ad24a04
0.0176	44	DNA Pol III epsilon chain	19e7e630236df7a7350d17b167edba61
0.0176	44	polysaccharide lyase family protein 10	15a8b027d7f23a839af0a9f8bfa5c29f
0.0176	44	single-strand binding protein	02e020a8a2c3c2f7f53e65bbf0d6fd5c
0.0176	44	Alpha-galactosidase	039ef71c6ab84ed2ce8898e6f620fc05
0.0176	44	cell cycle protein	012bc0d05eb5104dbb6d2680cf3b893c
0.0176	44	electron transfer flavoprotei	045b9db44db9c660921f53dba4be6833
0.0176	44	3-isopropylmalate dehydrogenase	00d8975e2dba32a83c680acb9492516f
