Number of total reads: 		250000
Number of unique reads: 	2159
Number of unique transcripts: 	2159
Number of unique organisms: 	344

Percent of total	Count	Species name
0.0012	3	tetraacyldisaccharide 4''-kinase	024760559cac45b7e0b4b0ab04241bce
0.0012	3	SpoU rRNA methylase family protein	02e651f169c9dd87362a5463bcaccbd8
0.0012	3	2'	01f4ba53ef166ec1996090d93525a6db
0.0012	3	putative sugar kinase	013dc22efcc1a683dbb12df152f82f14
0.0012	3	glycyl-tRNA synthetase subunit beta	020dcd2ee31c26dba30853789d2f320d
0.0012	3	LICD Protein Family	02486abb5a7982a73d0d311c4dcc9197
0.0012	3	Auxin Efflux Carrier	012f594d738c53d2535355a134d88f38
0.0012	3	ATPB_NEUCR ATP synthase beta chai	000fedb1854156bb5fbe93bd31a04fb2
0.0012	3	ACT domain-containing protein	0047ff05804bf1f7399252e1b7c09b20
0.0012	3	LysR family transcriptional regulator	00255a7737f09679dd8930f8bc1eeb71
0.0012	3	restriction modification system DNA specificity domain protein	01bf59eaf1adeffc75d6fc26ac6f9182
0.0012	3	SMC domain protein	016167749dd1ee22d0d4196437b39b2a
0.0012	3	NAD-dependent oxidoreductase	02dda90f7874fbfb86941e4a56085b8b
0.0012	3	DNA-binding response regulator	017fbb9a522fa2b4e5d9e05e8316ddc6
0.0012	3	sugar isomerase	02d0acb64ef2ac0c5be9f8572be3541f
0.0012	3	oxaloacetate decarboxylase	017468becbb8c7852df65127a395c539
0.0012	3	propionyl-CoA carboxylas	018a72a78d673c216269b6ac392770cc
0.0012	3	insertion element IS1 protein InsA	02a1a18122b6ea5779aff0d8a3b6c72e
0.0012	3	sodium/proton antiporter	012af128125b4d453757711f50878287
0.0012	3	cobalt transport protein	0352969eb9d19cb5f30c225551d5d179
0.0012	3	Glycoside hydrolase 97	013ed41a04e48e3aaa1d6ec77856846c
0.0012	3	4-hydroxythreonine-4-phosphate dehydrogenase	00d525925287e8d99e23d704a322929f
0.0012	3	lipoyl synthase	031c097652d9991562d6741353a3b20d
0.0012	3	galactonate dehydratase	024d889fdee8925b43a52c73303b6797
0.0012	3	tryptophan synthase subunit beta	01265c15b0bfeacf77bb5a2cc79b5ae4
0.0012	3	mannose-6-phosphate isomeras	026f423792ced15574aed9ee9ab0932a
0.0012	3	thiamine biosynthesis protein ThiI	01965e9bcbde61a0fbbc688c714ae4a4
0.0012	3	2-dehydro-3-deoxyphosphooctonate aldolase	033b7453fcc123fb8b8d14d963422d4f
0.0012	3	alpha subunit of malonate decarboxylase	010e3bd39d874ec57aa74a6d28963b1c
0.0012	3	PTS system	0282d63cfecb2301d3e849443b660504
0.0012	3	DNA-3-methyladenine glycosylase I	02ed2d2c40effad8e0ff68f43dea00fa
0.0012	3	proline/glycine betaine transporter	035b7661f8273a65b2d9a4e1e3608412
0.0012	3	Aldehyde dehydrogenase B	0196f663d0e88b8faf9b4956818f4196
0.0012	3	HAD family hydrolase	000d35c02f409641eb252869bf91b2d4
0.0012	3	putative addiction module antidote protei	03284c7de774ddefe233770cc77797dc
0.0012	3	ribosomal protein L6	00b10e21bffb5b44aca3a9fc5df9d264
0.0012	3	RnfB/polyferredoxin	00acf11174cb3ef88b9e7fe46d05f062
0.0012	3	glutaminyl-tRNA synthetase	02706d71580bf033349f2b9372caea09
0.0012	3	penicillin-binding protei	00cbe4362fb981a59d8d13e632f71645
0.0012	3	putative baseplate assembly protein	021d7e99680e9b845735f6f362c898c5
0.0012	3	integral membrane sensor signal transduction histidine kinase	0085698d7174a4d35896d3a8e24380ed
0.0012	3	putative ATP-binding component of ABC transporter	02bdd2732e98774333a5879bec2f8295
0.0012	3	periplasmic nitrate reductase subunit NapA apoprotein	033e9712393605ebfdc271fba24c0b36
0.0012	3	amidohydrolase domain-containing protein	024939a3d5dbce38d062dc4298ff244c
0.0012	3	DNA polymerase IV	0311e92eef5c5547b444df0dc136660c
0.0012	3	PTS family mannose/fructose/sorbose porter component IIC	0313bf893389fe548cafefff1c105913
0.0012	3	DNA replication and repair protein F	017737476715b3aeaf624d47694473c0
0.0012	3	alpha-N-arabinofuranosidase	01a9e7a10fee4958a15135409d745261
0.0012	3	threonine ammonia-lyase	027b53f43a50285c176aeb6982eb3f9c
0.0012	3	TonB-dependent receptor plug	01d2c764b5b19fac8e5c583fb809de5d
0.0012	3	putative lipid kinase	021a8b939976c7b5ad8a1247f3a2ad64
0.0012	3	carbohydrate-binding CenC domain-containing protein	0103c2a8d753df1ec9c05dfcd26adb73
0.0012	3	protein TraX	00616c56c00830db958175b7e79c6586
0.0012	3	putative methyltransferase	0113637786cfe8f08cd622b5e9af457b
0.0012	3	chromosomal replication initiator protein DnaA	000e54bc3d38eacc3e54fe9a863750db
0.0012	3	formate acetyltransferase	01a3d896839b2b4efbe2aa6f362842e0
0.0012	3	FAD dependent oxidoreductase	032eadc997457202a6586bed6a5cb754
0.0012	3	ribonuclease E	0351355e96f69908f8cf993703470c46
0.0012	3	lipid-A-disaccharide synthetase	02eed76d94e949cd4f4653bde204bff5
0.0012	3	nitrate reductas	02667994d5029a0ae2fd2d071f030cc6
0.0012	3	N-acetyl-gamma-glutamyl-phosphate reductase	032ede514e2358c68a18e9da0b5c1f13
0.0012	3	putative prophage integrase	0294d6b454e6be56b2129486a61c0356
0.0012	3	Ribose-phosphate pyrophosphokinase	022222ee2d3471bceb51fb10d81ed120
0.0012	3	multidrug transporter acriflavin resistance protein F	015b3331afa09dc53b009495e05e047c
0.0012	3	SSU ribosomal protein S3P	018c81308ebfa6f51335d08cd38ee101
0.0012	3	allantoate amidohydrolase	018d8d9d7c7a57044fd6dea6d77b9495
0.0012	3	LICD family protein	00c1444012ebf86729fedb575c226cae
0.0012	3	BioY family protein	01656506acada01dedbfb3444022357d
0.0012	3	aminoacyl-histidine dipeptidase family protein	022929f3b19c9a84728088589a473b31
0.0012	3	glycoside hydrolase family 1	021a7c8e6dd60bbe88222a26a1f679e1
0.0012	3	spermidine/putrescine ABC transporte	0184cec8183eba6628a5f363c1e70cc9
0.0012	3	cold shock protein	01a1741930e5c1c42ee2180ce9cad07d
0.0012	3	methylated-DNA--protein-cysteine methyltransferase	031c9df5062fc47b8f900971ba664b06
0.0012	3	potassium-transporting ATPase subunit C	00767d72397fb2096cbe7f7d368f2891
0.0012	3	thiamin pyrophosphokinase	00bc45d03224c6702eb2ffba8616758a
0.0012	3	glutamate-1-semialdehyde	00a2d4881927f6a86e9c1d9dc9e59820
0.0012	3	sugar (glycoside-Pentoside-hexuronide) transporter	0240d7acab4ab85e66ff1ed159233d34
0.0012	3	helix-hairpin-helix repeat-containing competence protein ComEA	02efc234b9869ce2b40fb8b3cc3ea688
0.0012	3	serine protease	0001c2703270cc7aec519107b8215b11
0.0012	3	ribosomal protein S21	02f49558d28dc4590742a836a0394d92
0.0012	3	hydrophobe/amphiphile efflux-1 (HAE1) family protein	020974bb57852a29c6f34a12dbdd1e21
0.0012	3	two component transcriptional regulator	025b6c0078e86dd12793836cf8808dab
0.0012	3	ADP-ribosylation/Crystallin J1	01c6591dbbe65b197dbda18422e6bac5
0.0012	3	streptogramin A acetyltransferase	013f7b00935f8829fe3a46d44b51acef
0.0012	3	chaperonin GroES	01a60f613e3a7c114acc835c199c943a
0.0012	3	maltose-6''-phosphate glucosidase	013f39465a5a387c88dcbb28d14cdb28
0.0012	3	hydrogenase expression/formation protein HypD	01cabae9ff4431506fc99cac82ad46d5
0.0012	3	DNA-binding transcriptional repressor FabR	0205ab74228195ba71b84f163c3395bf
0.0012	3	UvrD/REP helicase	02adff7f1698612705b272ab9de86758
0.0012	3	rhodanese domain-containing protein	00c87ff42274051fa65a2ef9dbb20e77
0.0012	3	arginine biosynthesis bifunctional protein ArgJ	011d757884c82bd55c99e93934e495e2
0.0012	3	HAD superfamily hydrolase	00e904c4ee060c50ee2d18bec6972f9c
0.0012	3	L-cystine import ABC transporter permease TcyB	02ef82e8b3e1864d7ee2fa20cc1c1e77
0.0012	3	DNA topoisomerase IV subunit B	00943a64ff8b06ed5320e9dda38cd307
0.0012	3	tRNA pseudouridine synthase a	035f9c746c4635be7a99df04551cbc41
0.0012	3	glucosamine-6-phosphate deaminase-like protein	0008e5e044357ea649b7733ef473bb71
0.0012	3	6-phospho-beta-glucosidase A	030a85f7215d41203dd99b16edc5c9f2
0.0012	3	Na+/H+ antiporter NhaC	013fec1724ca1d5ee8e9f05b2f5d2c82
0.0012	3	histidine kinase-like ATPase	0051a50619933e81cd93e7888e3b4e08
0.0012	3	(p)ppgpp synthetase	017634648cfd5112e67170ec6ab3eac6
0.0012	3	probable undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphatetransferase	00ffcfebe83a5c494ecfb9d88776ddc8
0.0012	3	Aldehyde ferredoxin oxidoreductase	023cbf72ede59a31ae79c4eb9e3188a1
0.0012	3	aaa atpase	0267181dfff79c4d65bb0b6094203505
0.0012	3	OmpA/MotB domain protein	017e41e9c9ed24c78e53d6d0ce643519
0.0012	3	aldo/keto reductase	00d4d5e4cfcfd99c24223d6676a47c29
0.0012	3	CopG family protein	016c7446749395e9f962f9bbd55fcc31
0.0008	2	ferrichrome transport ATP-binding protein FhuC	0045b96948b3e1d5230e136ff978f8da
0.0008	2	family 5 extracellular solute-binding protein	028fde274fbeda18dc13da86f040b0be
0.0008	2	putative alginate O-acetyltransferase AlgI	008f523391ef3febc64aa35da6361a54
0.0008	2	delta-aminolevulinic acid dehydratase	012ecf3dd129743728bd5ccab8a4e7c9
0.0008	2	prophage ps3 protein 01	0323f61dd1f8585b8bc66712f4d078e6
0.0008	2	L-lactate transport	025010ee52761825d8f9e7e9ddf08fb2
0.0008	2	protein translocase subunit yajC	035cb7c43d14aeb96e9504f30597422a
0.0008	2	CD4+ T-cell-stimulating antigen	037f30ea02d6b9d7c2a4b005530e8a96
0.0008	2	ribose ABC transporter ATP-binding protein	033b97380068d7a51d7774d7d5895915
0.0008	2	ATPase family protein	00c9aa3d1ce61beb8944344ad12b8df9
0.0008	2	2-hydroxyhepta-	0269115944190032de71309ffe369174
0.0008	2	orf_Bo164	00365e5899199cbbbbabca35c77240c2
0.0008	2	peptide chain release factor 2	024ec5dff7d9a6e1dd1130505627b2ad
0.0008	2	translation factor SUA5	0040919b197ffa99eb975f70f144a64e
0.0008	2	putative galactose oxidase precursor	02ac915ad1abf985ae962a6bd861c4ff
0.0008	2	L-PSP family endoribonuclease	00bb549fa749bc5a074770f16fe43eb8
0.0008	2	GTP diphosphokinase	004d4b38db02ec34202d2e5e294e3896
0.0008	2	ATP-dependent chaperone protein ClpB	0145b307d35d9f44e1a58c324f16229a
0.0008	2	aminotransferase AlaT	01e55a9b7d44982d7e1c0db2f8576deb
0.0008	2	rubredoxin-type Fe(Cys)4 protein	00683d5223e8fd69c4af847879e2107e
0.0008	2	N-acetylglucosamine-6-phosphate deacetylas	02cf93a3574f62a509506029466610b9
0.0008	2	selenocysteine synthase	032a767aa724083bf1f50ac4f3a9fae6
0.0008	2	putative alpha-L-rhamnosidase protein	02ec7eea9edc481e44dcd2f83b0ed900
0.0008	2	Mlp	007791d36db1a4b56c674d6a9ac4aa55
0.0008	2	UDP-N-acetylmuramoylalanyl-D-glutamate--	02e706616fc18b28a473e185c35e3863
0.0008	2	sulfate ABC transporte	024fb0bb789306c4147247f95a12ee4b
0.0008	2	3-dehydroquinate dehydratase	0253fb61ac207259dc77f535f32f8825
0.0008	2	prophage protein	01386dc6eb47000567d70519cd5c4cdd
0.0008	2	pyruvate kinase I (formerly F	02f0cf32f225ebb0216f24edc3cba9cc
0.0008	2	pH-dependent sodium/proton antiporter	02f235e0df3c30b00aca7b23b678e099
0.0008	2	haloacid dehalogenase-like family hydrolase	00b244aa96bb5a1db5c3022919b4dd68
0.0008	2	dTDP-4-dehydrorhamnose	0152ad49b090ffe65a445ca4aca92892
0.0008	2	peptidase M23	01369dfea80893f7488f84bd5287084d
0.0008	2	biotin carboxylase	031aa26d258eafba3f225a3c3a7a1e39
0.0008	2	L-arabinose transporter permease protein	005c7b26a61a909f77c6da544a6ff6b9
0.0008	2	transporter permease	0134496d156614c8d4f6d137a7be581c
0.0008	2	oligopeptide transport ATP-binding protein OppD	0307bde21d38ee587d9e3c57e1111ced
0.0008	2	surface antigen	00991aad5369a42349ce8a1832664589
0.0008	2	flagellar motor switch protein FliG	00fc95e383b0baeafd2b8cd042280bd5
0.0008	2	dihydroorotate dehydrogenase 2	0317c727ed7f048600041414b1bb4b9c
0.0008	2	delta-1-pyrroline-5-carboxylate dehydrogenase	00f4c8237263b570fb89e6ae9d7955d1
0.0008	2	TonB-dependent recepto	00cff698f0b767843e303f157f93e727
0.0008	2	DNA gyrase subunit B	02eff1174dcee32eff15bbdd96d9619e
0.0008	2	band 7 protein	02165afbaae038f7c56a6fced3be5c72
0.0008	2	transporter YvqF	0099adff49dd88a36d7e25ecb5a52c9c
0.0008	2	asparagine synthase (glutamine-hydrolyzing)	014284b1c662dd33b0584d252205ee01
0.0008	2	cryptic beta-D-galactosidase subunit alpha	01d61a0d10d98048b79f178dbdd2c73b
0.0008	2	thiolase	01242309ed8841a69cb0df49f137b803
0.0008	2	bactoprenol glucosyl transferase	023e4878b9af9dfcfec360cd8fc8ada5
0.0008	2	leucine Rich repeat protein	02815429c27da5166267de6941975d4e
0.0008	2	dehydrogenase related protein	0343779aaddd387f5090ec60d37c4989
0.0008	2	multidrug resistance protein mexB	0211f66f7d0f159a725c2f1e48b4a3c0
0.0008	2	DNA polymerase III PolC	01a0a02a6422241b2265857dce42067d
0.0008	2	phosphoribosylaminoimidazole-succinocarboxamide synthase	00aab437f4d0827cb3a8eb43ae5412cf
0.0008	2	deoxyhypusine synthase	00163c06e165ee0a2469bd71766a8321
0.0008	2	betaine reductase	006cefaea6c1e8630f47ab0674e552b9
0.0008	2	Aluminium resistance	00675792cb4c90f76c08ccbba3a4068d
0.0008	2	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	0048ff508195aac7fdb31c0f07d07f05
0.0008	2	homoserine dehydrogenase	03580fcdb547b74132ef99820bc5e65d
0.0008	2	lipoprotein-releasing system ATP-binding protein LolD	02b505b6e4e75c268d2e8d52cc289397
0.0008	2	glycosyl hydrolase family 88	028b933b176858556bf4a78100fd1f89
0.0008	2	glycosyl transferase family 51	02cc0edd29048b02c7a7307dae95e28e
0.0008	2	acetyl-CoA carboxylase	00c3c469ab6626138834b011454442de
0.0008	2	sigl	0290898a9f9402ea7dfb16bb84ba4c71
0.0008	2	DNA repair protein RecN	010a50f3e33a05cd2e667bfbd40315d6
0.0008	2	50S ribosomal protein L14	00baea9080220ac8b4cfa68d04b19019
0.0008	2	anaerobic reductase component A	01e60eb6897f6e56d770ac6c8476b0e9
0.0008	2	sugar ABC transporter periplasmic protein	02550ff7ad5300e5f97c19bac45e1a8d
0.0008	2	glutamyl aminopeptidase family protein	010b84fc4797ed0c667ab78155956086
0.0008	2	protein of unknown function DUF988	01b8221df98237d61900c32d6daa8def
0.0008	2	glycoside hydrolase family 43	02047345c9046b63775650d6c1ecdc17
0.0008	2	TrkA domain-containing protein	01319578fd0c735682d82aca3aba6585
0.0008	2	protein of unknown function DUF187	00f4c46d222f39257365bcadc16365bf
0.0008	2	putative ferredoxin	01be2128b61172f1f6ada1ab5c258a8a
0.0008	2	protein jag	0274b6783c01eb351db966aaf821d609
0.0008	2	Methyltransferase	005e8d3111bf65d535c58eb2858ae2a5
0.0008	2	endopeptidase La	0243f5db014d9632beb452759c96af55
0.0008	2	carbohydrate ABC transporter membrane protein	00159e9ea8e23a8414e9ab23bd2dda6b
0.0008	2	flavodoxin	00aabf40658e8ee3a839086cf0675643
0.0008	2	pyruvate formate-lyase 2 activating enzyme	037d4354525845c921d154b89b023b1a
0.0008	2	TetR family transcriptional regulator	01ab38c8caebb303980b4b4ac27e25f6
0.0008	2	Clp protease ATP binding subunit	0272fa1d6314f5261d5cd1f80783824a
0.0008	2	Na/Pi cotransporter II-related protein	00af74991a99f28ab81f47bab5f2cda8
0.0008	2	accessory Sec system protein Asp2	0203086d3bed22dc83110658293e8d01
0.0008	2	site-specific tyrosine recombinase XerC	009b27aa4001033e471be5f201a998fd
0.0008	2	putative LPS biosynthesis related polysaccharide transporter/flippase	0242f983cf7f38247435832e8fc4ae35
0.0008	2	carboxyl-terminal protease	02214d5bdfb9baf1e71bc99184c8a57d
0.0008	2	D-3-phosphoglycerate dehydrogenase	0060fb422763f6772f9ac21892e59edd
0.0008	2	putative recemase	02ee70b288a80ce2c3d2304d30957cbb
0.0008	2	HD-superfamily hydrolase	00769643992afbf3e5c15ec5582bf9b1
0.0008	2	Holliday junction DNA helicase RuvB	00eae3adc2619007661eed42c0f5bbd0
0.0008	2	alpha-N-acetylglucosaminidase	03630d206c27e648b1795c33afd863ab
0.0008	2	pyridoxal phosphate biosynthetic protein PdxA	0173885a28744d0ac5ab3dbcb9e89a8e
0.0008	2	neopullulanase	0159c8799c221a9cc0f59b6598df7cf3
0.0008	2	multiple sugar-binding transport ATP-binding protein	01a1ae3c99acd15c9021e4c88ac125aa
0.0008	2	peptidase U32	03723f0eaea9100232d542a0474b90f9
0.0008	2	Sodium-dependent transporter	035f3af58bbd9d120f9065f80c5cb2d5
0.0008	2	Gid NAD(FAD)-utilizing enzyme possibly involved in translation	00f888f02635fd05c54f62a563054c5c
0.0008	2	putative mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	01a4332b493b64234830e83d3ebfbc8f
0.0008	2	HutP family protein	00a225061361464bc04573f752889639
0.0008	2	Indole-3-glycerol-phosphate synthase	02741fa8bf61372a500a56b2e0ad68e3
0.0008	2	ATP-dependent Clp protease ATP-binding subunit	026ed5a471286edd3f75126d89127428
0.0008	2	ribosomal large subunit pseudouridine synthase D	020ae91b8c0e6e8ab1262cbdf5a024be
0.0008	2	isocitrate lyase	02b50639fa53942ae80a9f18c91b045e
0.0008	2	50S ribosomal protein L1	00ba8ee49f18084aa05ba4b5346c0aab
0.0008	2	xylose isomerase domain-containing protein TIM barrel	0054cfedcd55ed92aa5f192d7a79f0e9
0.0008	2	ATP-dependent protease	02641e364086d86d414982d6dbd1043f
0.0008	2	methionine-R-sulfoxide reductase	0134f84371c5cc63bd3ac7345530e993
0.0008	2	putative ATP-dependent protease La	0375841d448aea0d96c5e3842e90095a
0.0008	2	glucose-inhibited division protein	00825d459b3fff62a8b07016b9958a7c
0.0008	2	asparagine synthase	032f8863fac4e0acf60361865b5a85cc
0.0008	2	radical SAM domain protein	01026a6e7e100538926467fad006dab5
0.0008	2	putative MazG protein	033da3bc414a3ad24012b546fba19006
0.0008	2	aspartate 1-decarboxylase	0173874b80fc6dc9de06b4b624768471
0.0008	2	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	00d619c0356f9bf2f44a42a77ab946b5
0.0008	2	adenine deaminas	00ef46b0d402a896256e294ef044626b
0.0008	2	hypothetical cytosolic protein	008b8e0f4dd91fb9301be75ac311872d
0.0008	2	rubrerythrin	01b84e1cc792b8297ce6b948b584a09a
0.0008	2	oligo/dipeptide ABC transporter ATP-binding protein	007f19185c841037f7748fc07b3c17b7
0.0008	2	cell division ATP-binding protein FtsE	02d9ab097892bbcc27083a114f2da186
0.0008	2	4-hydroxybutyrate CoA-transferase	00c3de221638f50d70d18f4ab8dd1680
0.0008	2	2''-5'' RNA ligase	017585addf8c260dbdda0599990ef953
0.0008	2	Catalytic subunit of	01e1c50265f134f3f8b8ee4532b782f1
0.0008	2	5-nitroimidazole antibiotic resistance protein	005f2ed05ea2571a2e8664afdd846da9
0.0008	2	Spo0A protein	0263bafd9205b834280bfe1e5669566a
0.0008	2	lipoprotein	01724bcc8c7f3ea6e5e31b645c23e716
0.0008	2	FolC bifunctional protein	0269ace36247c8d7ec775c6b0bb9cade
0.0008	2	oxidoreductase domain-containing protein	026e98abc7962f2218071f8f06400d7d
0.0008	2	Ethanolamine utilization protein EutH	032d0692004ec456a321427e6a9835ca
0.0008	2	formyltetrahydrofolate deformylase	00e2ac3db4ae0e93a009d0193e632013
0.0008	2	DNA-binding protein	0002dfffa6db26603311b1d7e8b71161
0.0008	2	queuosine biosynthesis protein QueD	00c8e518c69bfc1163d03f5ca4f87ef1
0.0008	2	pyruvate:ferredoxin (flavodoxin) oxidoreductase	009e095ac82a25498904226c26447286
0.0008	2	putative vitamin B12 receptor	004d180d27174651bcb95548ab8cf1e7
0.0008	2	recombination protein O	0044b191174f14c969d29379457e7943
0.0008	2	organic solvent tolerance protein	03490b945fc5cfe916d666fac5d06216
0.0008	2	YhcH/YjgK/YiaL family protein	02cd991e3c72dfbf450818ef22e1e6bd
0.0008	2	putative DNA repair ATPase	00a7f522d60a57d8afc82c2eac90cbe2
0.0008	2	membrane protein	02d82229a50f6a87d42c8cb8c7e44d01
0.0008	2	YrzB like protein	001e8bc07325ed5f231da15d735d14be
0.0008	2	UDP-N-acetylglucosamine pyrophosphorylase	0127af6b6bfbf57cefa404c73dbdb147
0.0008	2	flagellar basal-body rod protein distal rod protein	02bea0490a17aa39791e249dd7b687a6
0.0008	2	NADH:flavin oxidoreductases	018fd8c65334033cfd209f1ee0081af4
0.0008	2	phosphate binding protein	00c00e555f6b3fa9b962b3d39a990869
0.0008	2	MutS family ATPase	004dcbbdfb2a5b39a1e9592a3f5c78c7
0.0008	2	pseudouridine synthase	016e256ba8ce1b1d226c9e27201c8310
0.0008	2	protein of unknown function UPF0079	01896e38f2f6c801350cba53d58c688c
0.0008	2	Polyphosphate kinase	02040b0964106e858215f650873f513a
0.0008	2	universal bacterial protein YeaZ	0264fffadbce7e199de2db907b3d178e
0.0008	2	alpha/beta hydrolase	032f71be051f837b4bce95d2a6013389
0.0008	2	succinate dehydrogenase	03633ad82ab006663d2f0f5d133cd840
0.0008	2	exodeoxyribonuclease	00de6e058623fef9de9f925e36735577
0.0008	2	Glutamate synthase (ferredoxin)	01a442110f83c0073e184f303ca827ac
0.0008	2	aminopeptidase ampS	024e440bb6892e18f28e06e6c4a358ca
0.0008	2	Ser/Thr phosphatase family protein	00ba78a7e9cbdb8e302835380e634fb8
0.0008	2	D-xylose isomerase	0015e975c7e56792522eb916f871b93c
0.0008	2	capsular polysaccharide phosphotransferase WcwK	0339dcf9bb8fbd6c24c7929c6fd92f12
0.0008	2	trk system potassium uptake protein trkH	003d8995d198c6194018ed3e8fabdff9
0.0008	2	putative D-proline reductas	02bd8f329eff835771c1bb04577d4fee
0.0008	2	Alpha-glucuronidase	00d6344b50ec0b5ba8ef11db8c989191
0.0008	2	ABC transporter ATP-binding protein uup-1	024de696fe1aa15d1e7731200dfd5d3c
0.0008	2	galactose operon repressor	030153945f14a9622b912cf6ee46ff7d
0.0008	2	TIM-barrel protei	02b939d710e0b4433d4add42fcbab1a1
0.0008	2	succinate-CoA ligase (GDP-forming)	03424ce87e45a855abb44c6a6bd1803e
0.0008	2	Cna B domain protein	002f38c30dc3d7ead2b3b593f63feccf
0.0008	2	V-type sodium ATP synthase subunit J (Na(+)-translocating ATPase subunit J)	029a9b86ca1d78b5d7af69222bf06258
0.0008	2	putative methyl-accepting chemotaxis protein signaling domain protein	0274bfd17f58a80188efd41b571afcd1
0.0008	2	uroporphyrinogen III synthase/methyltransferase	00177446a536d0e8a9eb95fb774db6bb
0.0008	2	pullulanas	02db7793cdcd41ba286eb01965ba4823
0.0008	2	dTDP-glucose	00544b3550490ac77da7b1984505f6b7
0.0008	2	phosphotransferase system mannitol-specific iibc component-like protein	014004de8159db2637ca20cb2bdb56bb
0.0008	2	ATP-dependent DNA helicase rep	01991431bbc3838b9a056edab78be9cd
0.0008	2	stage II sporulation protein D	009a9d85dcaed115a19e8783fb677588
0.0008	2	glutamate-1-semialdehyde-	029803a42492ec73b50e4cec7d0b9756
0.0008	2	WbqC-like family protein	0174963e8977c46edcf933b0d220d142
0.0008	2	HIT family protein	0346fe6595a71ea4ac9557c18ccc0b92
0.0008	2	putative peptidoglycan binding domain protein	022aca16520d5de79c71f63aafb3af60
0.0008	2	bacitracin transport ATP-binding protein BcrA	01a8ff9ad92d2c7040b1d746ac349447
0.0008	2	cyclic diguanylate phosphodiesterase (EAL) domain protein	01ef7dd726b79f02c62a80fc6e52af1b
0.0008	2	helicas	0197a28455e0ceded4b43341ed67891a
0.0008	2	Beta-lactamase-like	00e5adad7acfa5d8ca0a37aab2a4e127
0.0008	2	D-ribose transporter ATP binding protein	021ec7494e152e2aede708ff03f94c38
0.0008	2	RHS repeat protein	002ff27d5e963d4b2f240ddad30644b8
0.0008	2	outer membrane lipoprotein LolB	02a8c4b18f452b0b60779400a210fc92
0.0008	2	thioredoxin-disulfide reductase	036fe7e2e59eea9a40816d85af1d0e27
0.0008	2	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	00678f1aceecca7a350bdf38b5cfb2e7
0.0008	2	ATPase associated with various cellular activities AAA_3	03682805658e72d2f0fd1b3cdb856568
0.0008	2	molybdenum cofactor biosynthesis protein MoaC	02cdb17c953f2f1d387867cd38ff9b37
0.0008	2	GatB/Yqey domain-containing protein	00ca34cc46e0dab8a424034baad2195a
0.0008	2	Guanine-hypoxanthine permease	0217c752c96b1efd561a8a4c863af19c
0.0008	2	ribokinase	00f4830435524db3dc51fa6d92904bd0
0.0008	2	Conserved hypothetical protei	010655fd96bf87a6e18fac28d841018f
0.0008	2	DNA-binding response regulator VanRB	028c9bafd3eb4e907f8e62bb7fdecf1b
0.0008	2	argininosuccinate synthase	01cb6e807709ec1523412a9d03f48ca5
0.0008	2	diaminopimelate epimerase	005f11e47de1738ed1dfa3809a8da2ae
0.0008	2	cysteine synthase A	011ace631316c3cb7b0f623006ba2400
0.0008	2	maf protein	001e9cee7a3f4fc101433f2da2da52f8
0.0008	2	Xaa-Pro aminopeptidase	033dd85e544e422b620f51777321581d
0.0008	2	DnaA regulatory inactivator Hda	01acf20f71df7d7c2615228d7709ae33
0.0008	2	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	0004a92b01ea6d852a5bf016ff0cb3e1
0.0008	2	Ketol-acid reductoisomerase (Acetohydroxy-acid isomeroreductase) (Alpha-keto-beta-hydroxylacil reductoisomerase)	016c006cc5793bdfe11404ad517e2d69
0.0008	2	rplX	014a5d5409c3ee581b5e85b52da23d82
0.0008	2	competence protein A	023b1da17792626a0f00b548dc18f4f8
0.0008	2	protein of hypothetical function DUF1432	002217d720fa06afac8636dc24d9f5c3
0.0008	2	GTP-binding protein	01387df96a7e43f3747005d488076b1b
0.0008	2	stage V sporulation protein AD	00383d7081da4bd82451b198b4f70355
0.0008	2	C4-dicarboxylate transporter DctA	00a49bd491d81d8722e5860815529306
0.0008	2	LemA family protein	01be00e93313f7bb5d937c37aee9855b
0.0008	2	Obg family GTPase CgtA	01354dd95daa63ed2d9085e6b125893b
0.0008	2	asparagine synthetase AsnA	036021b71f99075bc525a7524ddb6204
0.0008	2	DNA polymerase A	011f3aeab475a8af172e2ba85fc85d9a
0.0008	2	G3E family GTPase	0176f545df29a78bd3690297cda1962e
0.0008	2	AidA-I adhesin-like protein	032c2a090871b144599818f7c3ede972
0.0008	2	glycosyltransferas	033df1bc0917c4da9a5fcd9315dfdff7
0.0008	2	L-ribulose-5-phosphate 4-epimerase	009bd177287fe275a1d7891e48fb99b7
0.0008	2	3-demethylubiquinone-9 3-methyltransferase	01bd4486528ce4984b9191b3db265625
0.0008	2	carbon starvation protein CstA	016b90520b001bdbb6fb5d7fa61697ba
0.0008	2	thiazole biosynthesis adenylyltransferase ThiF	0332e56bca5f1e22201a966c28445bb0
0.0008	2	metallo-beta-lactamase (ComE-like)	023619d5c9cb1925bf47169f2d60cd9b
